SMILE,IC50,Source
NC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,10000,CHEMBL
COCCn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C)CC4)ccc3OC(F)(F)F)ncc1CC2,15,CHEMBL
CC(=O)c1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,109,CHEMBL
CCCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)c1,2472,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3Sc3ccccc3)ncc1CC2,2033,CHEMBL
Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,15000,CHEMBL
Cn1nc(C(=O)NC2CCCC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,10000,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3C(=O)c3ccccc3)ncc1CC2,1969,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,100,CHEMBL
COc1cccc(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)c1,135,CHEMBL
COc1ccc(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)cc1,256,CHEMBL
CN(C)CCCN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,46,CHEMBL
CCOc1ccc(Nc2ncc3c(n2)-c2cnccc2NC(=O)C3)cc1,1700,CHEMBL
CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,10000,CHEMBL
Cc1nc(-c2ccccc2)n2nc(Nc3ccc([N+](=O)[O-])cc3)ncc12,2810,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4ccccc4[N+](=O)[O-])n3n2)cc(OC)c1OC,1980,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4ccccc4Br)n3n2)cc(OC)c1OC,2670,CHEMBL
Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3ccc(Cl)cc3)c12,100000,CHEMBL
Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3cccc(Cl)c3)c12,100000,CHEMBL
Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3cccs3)c12,100000,CHEMBL
COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2)cc1OC,10000,CHEMBL
CN(C)C(=O)c1ccc(Nc2cc3c(cn2)cc(-c2cnn(C)c2)n3C(=O)OC(C)(C)C)c(Cl)c1,100000,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3C(F)(F)F)ncc1CC2,432,CHEMBL
CN(C)CCCc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)ccc1F,2,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC,30,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4ccc(C(F)(F)F)cc4)n3n2)cc(OC)c1OC,1060,CHEMBL
Cc1nn(-c2cccc(C(C)C)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12,1476,CHEMBL
Cc1ccc(O)cc1CC[C@@H]1[C@H](O)CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,100000,CHEMBL
O=C(O)c1ccc(C(=O)/C(=C\c2ccc(F)c([N+](=O)[O-])c2)SCc2ccc(Br)cc2)cc1,50000,CHEMBL
CCCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c1,79.84,CHEMBL
C=CC[C@H]1CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,1,CHEMBL
Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,8800,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-c3cn[nH]c3-c3nccs3)nc2N1[C@H]1CCOC1,1410,CHEMBL
NC(=O)c1nn(CCN2CCCCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,10000,CHEMBL
Cc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,15,CHEMBL
CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,10000,CHEMBL
COc1cccc(F)c1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)n1,12500,CHEMBL
Cc1ccc(/C=C/C(=O)NNC(=O)c2ccc3c(c2)OCCO3)cc1,1050,CHEMBL
O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO,12000,CHEMBL
O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,2900,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(N)=O)ccc43)nc2N1C1CCCC1,284.2,CHEMBL
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCCl)CC4)c2)CC1,7,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1cccc(O)c1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,5.5,CHEMBL
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5750,CHEMBL
Cc1c(O)c(O)c(O)c(C=O)c1-c1cc2c(C=O)c(C)c(O)c(O)c2o1,6310,CHEMBL
COC1OC(=O)c2c(O)c(O)c(O)c(C)c21,30000,CHEMBL
Cc1nn(-c2ccccc2)c2cc(N[C@@H](C)c3ccccc3)ncc12,1301,CHEMBL
C[C@H](Nc1cc2c(-c3ccccc3)noc2cn1)c1ccccc1,1616,CHEMBL
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C#N)s3)c2cc1OC,700,CHEMBL
COc1cc(Nc2ncc3c(n2)N(C2CCCC2)CC(F)(F)C(=O)N3C)ccc1C(=O)NC1CCN(C)CC1,15,CHEMBL
COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,2,CHEMBL
C=C[C@@]1(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,5,CHEMBL
C=CC[C@@H]1CN(C2CCCC2)c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,70,CHEMBL
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CCC(=O)N2C,12,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCO/N=C/c1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,2380,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,25,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,66,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCO/N=C/c1cc(Cl)ccc1OCc1ccccn1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,149,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,5,CHEMBL
C[C@@H](Oc1cc(-n2cnc3ccc(-c4ccccc4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,18,CHEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(Cl)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,4,CHEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCO)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,1,CHEMBL
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,3,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccccc3)nc2N1CCC(F)(F)F,250,CHEMBL
CCC1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccc(C#N)cc1,3760,CHEMBL
C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,5820,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,6.6,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCCCc1c(F)cccc1Oc1cccc(O)c1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,188,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,0.87,CHEMBL
CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,10,CHEMBL
CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc(N(C)C)cc3)on2)CC1,10,CHEMBL
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(N)=O)cc3OC(F)(F)F)nc1-2,10000,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC)ccc43)nc2N1C1CCCC1,93.79,CHEMBL
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,100000,CHEMBL
Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,5000,CHEMBL
c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,5000,CHEMBL
CN(C)c1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C4CCC5(CC4)OCCO5)CC3)no2)cc1,10,CHEMBL
CCN(CC)CCNC(=O)c1c[nH]c2ccc(N/C=c3/s/c(=C(/C#N)C(=O)NCC(F)(F)F)n(CC)c3=O)cc12,41,CHEMBL
N[C@H](COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12,10000,CHEMBL
O=[N+]([O-])c1cc(C(F)(F)F)cc2c1sc(O)[n+]2[O-],39000,CHEMBL
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,64000,CHEMBL
C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,100,CHEMBL
NC(=O)c1nn(C2CCCCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,143,CHEMBL
O=C1Nc2ccc(Br)cc2/C1=C/c1ccc(O)c(O)c1,10000,CHEMBL
COc1cc(/C=C2\C(=O)N(C)c3ccc(Br)cc32)cc(Cl)c1O,10000,CHEMBL
COc1ccccc1-n1nc(C)c2cnc(N[C@@H](C)c3ccccc3)cc21,14451,CHEMBL
Cc1nn(-c2cc(Cl)cc(CCC(=O)O)c2)c2cc(N[C@@H](C)c3ccccc3)ncc12,21,CHEMBL
COc1ccc2c(c1)NC(=O)Cc1cnc3ccnn3c1-2,100000,CHEMBL
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,100000,CHEMBL
CC(=O)Nc1c(C(N)=O)sc2[nH]nc(C)c12,20000,CHEMBL
O=C(NC1CCCCC1)c1cc2c(-c3ccccc3)[nH]nc2s1,12000,CHEMBL
CCCCN(C)C(=O)c1cc2c(-c3ccccc3)[nH]nc2s1,20000,CHEMBL
COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccncc4)n[nH]c3c1)C(=O)N2,10000,CHEMBL
O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,10000,CHEMBL
O=C1Nc2ccccc2/C1=C\c1ccc2cn[nH]c2c1,24000,CHEMBL
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,10000,CHEMBL
CCc1ccsc1-c1cnc(N)c(N2CCC(C(=O)O)CC2)n1,8500,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3Oc3ccccc3)ncc1CC2,278,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,0.8,CHEMBL
CCn1c(=O)/c(=C\Nc2cccc(NC(=O)C(C)(C)C)c2)s/c1=C(/C#N)C(=O)NC1(CO)CCCC1,190,CHEMBL
CNc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,10000,CHEMBL
CNc1cccc(-c2ccnc(Nc3ccc(O)cc3)n2)c1,13700,CHEMBL
Cc1nc(-c2ccccc2)n2nc(NCc3ccccc3)ncc12,1500,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(=O)c5ccccc5)c4)n3n2)cc(OC)c1OC,410,CHEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(Cl)c(Cl)c1)NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(N)=O,65.59,CHEMBL
CC(=O)c1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,346,CHEMBL
CNc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,110,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3F)ncc1CC2,125,CHEMBL
Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,3900,CHEMBL
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8500,CHEMBL
CNC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2,4215,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3OC(F)(F)F)ncc1CC2,117,CHEMBL
NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,10000,CHEMBL
O=C(Nc1ccc(Oc2ncnc3[nH]ncc23)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,10000,CHEMBL
C#CC(=O)Nc1ccc2c(c1)/C(=C/c1[nH]c(CC)nc1C)C(=O)N2,20000,CHEMBL
CN(C)CCCc1cncc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,1,CHEMBL
O=C1Cc2cnc(Nc3cccc(C(=O)NCCN4CCOCC4)c3)nc2-c2ccc(Cl)cc2N1,520,CHEMBL
O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,100000,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cncn1CCCCCCO/N=C/c1cnc(N(C)Cc2ccccc2)s1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,133,CHEMBL
C[C@@H](Oc1cc(-c2cnc3ccccn23)sc1C(N)=O)c1ccccc1Cl,7,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N4CCN(C(=O)N5CCNCC5)CC4)ccc3OC(F)(F)F)ncc1CC2,35,CHEMBL
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,10000,CHEMBL
COc1cc(-c2cnc(N)c(N3CC[C@@H](C(=O)O)[C@@H](C)[C@H]3C)n2)cc(OC)c1OC,19400,CHEMBL
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,40,CHEMBL
CSc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,97,CHEMBL
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC(F)(F)F)nc1-2,10000,CHEMBL
COc1cc2ncn(-c3cc(OCc4ccccc4)c(C(=O)O)s3)c2cc1OC,630.96,CHEMBL
COc1cc(-n2cnc3ccc(OC4CCN(C)CC4)cc32)sc1C(N)=O,1330,CHEMBL
CC(Oc1cc(-n2cnc3cc(OC4CCN(C)CC4)ccc32)ccc1C(N)=O)c1ccccc1C(F)(F)F,87900,CHEMBL
COc1ccccc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,42,CHEMBL
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2,10000,CHEMBL
CN1CCC(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)cn3C)CC4)c2)CC1,6,CHEMBL
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,2,CHEMBL
Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2,2,CHEMBL
Cn1nc(C(N)=O)c2c1-c1nc(Nc3cc(N)ccc3OC(F)(F)F)ncc1CC2,87,CHEMBL
CN(C)CC1CC1c1cccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=O)C3)c1,130,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,0.83,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)NCCCCCCCc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,140,CHEMBL
CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)[C@@H](C)OP(=O)(O)O,16000,CHEMBL
O=C(O)CCc1cn(CC(O)CN2CCCCC2)c2ccccc12,5710,CHEMBL
Cc1nnc(-c2ccc(-c3cc(NC(=O)c4ccnc(N5CCCC5)c4)ccc3C)c(C)c2)o1,25000,CHEMBL
CCOc1cccc(F)c1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)n1,12500,CHEMBL
COc1ccc(F)c(F)c1-c1ccnc(Nc2ccc(S(=O)(=O)Nc3nnc(C)s3)cc2)n1,12500,CHEMBL
COc1ccccc1-c1ccnc(Nc2cccc(Cn3cnc4ccccc43)c2)n1,12500,CHEMBL
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,1000,CHEMBL
C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,100000,CHEMBL
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,100000,CHEMBL
CC(Nc1ncc(C#N)c(OCC2CCCCO2)n1)c1ccccc1,1600,CHEMBL
CCOc1cc(C2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(Cc1sccc1C)[C@H](CC)C(=O)N2C,68,CHEMBL
Cn1nc(C(=O)NCc2ccccc2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,10000,CHEMBL
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC(N(C)C)CC4)cc3OC)nc1-2,10000,CHEMBL
CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3OC(F)(F)F)nc1-2,10000,CHEMBL
COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC,0.8,CHEMBL
C[C@@H](Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,7,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4ccccc43)nc2N1C1CCCC1,1230,CHEMBL
CN(C)CCCc1cc(Cl)cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)c1,1,CHEMBL
COC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)c1cccc(C(F)(F)F)c1)[C@@H](C)OP(=O)(O)O,17630,CHEMBL
COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1,28,CHEMBL
Cc1nc(C)c(-c2ccnc(Nc3ccc(O)cc3)n2)s1,5000,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC,40,CHEMBL
COc1ccccc1-c1nc(C)c2cnc(Nc3cc(OC)c(OC)c(OC)c3)nn12,5660,CHEMBL
COc1cc(Nc2ncc3c(C)nc(-c4cccc(Br)c4)n3n2)cc(OC)c1OC,70,CHEMBL
COc1cccc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)c1,300,CHEMBL
CCCCCCCCCc1ccc(C(=O)Nc2cc(C)ccc2C(=O)O)cc1,28000,CHEMBL
CN1CCN(c2ccc(Nc3ncc4c(=O)n(C5C=CCC5)n(-c5cccc(C(C)(C)O)n5)c4n3)cc2)CC1,4600,CHEMBL
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,2.5,CHEMBL
CCn1c(=O)/c(=C/Nc2cccc(CCN3CCCC3)c2)s/c1=C(\C#N)C(=O)NC(F)(F)F,19,CHEMBL
NC(=O)c1sc(-c2cnc(NC(=O)c3ccccc3)s2)cc1OCc1ccccc1C(F)(F)F,2100,CHEMBL
CN(C)CCCc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=S)C3)ccc1C(F)(F)F,1,CHEMBL
O=C1Cc2cnc(Nc3cccc(N4CCOCC4)c3)nc2-c2ccc(Cl)cc2N1,290,CHEMBL
COc1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2NC(=O)C3)cc1OC,31,CHEMBL
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(CCCCCCCCCCOc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,5575,CHEMBL
COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,110,CHEMBL
CCCn1c(=O)c2cc(Cl)ccc2n2c(=S)[nH]nc12,1770,CHEMBL
CC(C)NC(=O)CCn1c(=O)c2cc(Cl)ccc2n2c(=S)[nH]nc12,1490,CHEMBL
O=C(NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12)c1ccc(Cn2ccnc2)cc1,1480,CHEMBL
N#Cc1ccc(CC(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)cc1,990,CHEMBL
CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,1000,CHEMBL
CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C(=O)CCCCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)nc2N1CC1CCCCC1,1212,CHEMBL
CN(C)C1CCN(c2ccc(Nc3ncc4c(=O)n(C5C=CCCC5)n(-c5cccc(C(C)(C)O)n5)c4n3)cc2)CC1,5400,CHEMBL
CN1Cc2ccc(Nc3ncc4c(=O)n(C5C=CCCC5)n(-c5cccc(C(C)(C)O)n5)c4n3)cc2C1,25000,CHEMBL
CN1CCN(c2ccc(Nc3ncc4c(=O)n(-c5ccccn5)n(-c5cccc(C(C)(C)O)n5)c4n3)cc2)CC1,4800,CHEMBL
CN1CCN(c2ccc(Nc3ncc4c(=O)n([C@H]5C=CCC5)n(-c5cccc(C(C)(C)O)n5)c4n3)cc2)CC1,4200,CHEMBL
CCCCCCCCc1ccc(C(=O)Nc2cccc([N+](=O)[O-])c2C(=O)O)cc1,6100,CHEMBL
CCCCCCCCc1ccc(C(=O)Nc2cccc(Cl)c2C(=O)O)cc1,25300,CHEMBL
CCCCCCCCc1ccc(CNc2cccc(OP(=O)(O)O)c2)cc1,600000,CHEMBL
CC(C)CNC(=O)CCn1c(=O)c2ccccc2n2c(=S)[nH]nc12,2920,CHEMBL
O=c1c2cccc(F)c2n2c(=S)[nH]nc2n1CCc1ccccc1,2580,CHEMBL
CNC(=S)N1CN(CCc2ccccc2)C(=O)c2cc(F)ccc21,50000,CHEMBL
NCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,4330,CHEMBL
CN1CCCC1CCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,5670,CHEMBL
O=c1c2cc(F)ccc2n2c(=S)[nH]nc2n1CCN1CCCCC1,1510,CHEMBL
O=C(O)CCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,5050,CHEMBL
NS(=O)(=O)CCCC(=O)NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12,2180,CHEMBL
NC1CCC(C(=O)NCCCn2c(=O)c3cc(F)ccc3n3c(=S)[nH]nc23)CC1,3970,CHEMBL
O=C(NCCCn1c(=O)c2cc(F)ccc2n2c(=S)[nH]nc12)C1CCCCN1,27660,CHEMBL
